label,text
MISLEADING:," 300 Monks found positive to Covid-19 in Jaipur, India."
FALSE:, Video showing “COV-19” writings on a piece of equipment installed in 5G towers in United Kingdom.
No Evidence:, Face masks cause COVID19 infection in the brain.
FALSE:," “While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”"
FALSE:, Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”
FALSE:, Children in Oregon may be taken away if their parent or legal guardian tests positive for COVID-19.
MISLEADING:, An Italian politician says that according to the science journal Nature the vaccine against COVID-19 is not needed because the virus changes rapidly.
misleading:," UV-C lamps can kill 99.99% of all bacteria, viruses, and mold on any surface in ten seconds, yet is 100% safe for humans and pets."
No evidence:, The salt wáter of beaches and chlorine used in swimming pools could stop Covid-19.
FALSE:, COVID-19 deaths in Lombardy are due to flu vaccines.
FALSE:," A mixture of lemon, ginger, and hot water can cure COVID-19."
FALSE:," Tanzania has reported 16,467 COVID-19 cases, 1,293 deaths, and 118 recoveries as of May 18."
FALSE:, Video of migrants in a overcrowded train from Mumbai to West Bengal on 10 May 2020 amid COVID-19 social distancing restrictictions.
FALSE:, Chinese scientist who asked for the closure of Wuhan warned that the COVID-19 virus mutates every month.
FALSE:, A video in Facebook claims that drinking seawater helps to prevent COVID-19 contagion.
No Evidence:, Vitamin D Supplements prevent health problems after coronavirus infection.
Partly False:, Cannabis may prevent coronavirus from entering the body.
MISLEADING:, German doctor Gérard Krause says lockdown measures kill more than coronavírus itself.
FALSE:, COVID-19 deaths in Lombardy are due to flu vaccines.
FALSE:," Tanzania has reported 16,467 COVID-19 cases, 1,293 deaths, and 118 recoveries as of May 18."
FALSE:, A video shows the situation in the Indian slum being extremely acute. No COVID-19 tests nor genuine figures are available there.
No evidence:, The salt wáter of beaches and chlorine used in swimming pools could stop Covid-19.
FALSE:," United States and China bribed Madagascan President Andry Rajoelina to poison COVID-Organics, a remedy devised by Madagascan researchers against COVID-19."
MISLEADING:," 300 Monks found positive to Covid-19 in Jaipur, India."
FALSE:, Bill Gates is doing “population control” with the coronavirus vaccine.
FALSE:, The police joined a demonstration in the German city of Dresden against the coronavirus rules.
FALSE:," Image showing crowds gathering in Wadowice, Poland, to celebrate 100th birthday of John Paul II, breaking the social distancing rules."
FALSE:, Children in Oregon may be taken away if their parent or legal guardian tests positive for COVID-19.
FALSE:, Coronavirus remains in the throat for 4 days.
FALSE:, The video shows people celebrating the end of Saudi Arabia’s coronavirus lockdown.
FALSE:, The World Health Organization (WHO) said that no vegetarian has contracted COVID-19.
Misleading:," A study states that people with blood type A are more vulnerable to get infected COVID-19, therefore those from this blood group need more protection."
No Evidence:, Vitamin D Supplements prevent health problems after coronavirus infection.
FALSE:, Viral message showing roadmap to ease restrictions during COVID-19 is from India.
FALSE:," Switzerland banned vaccination and someone named “Father Escobar” said that through vaccination, “Satan inserts a code into a human body.”"
FALSE:, Video shows thousands of migrants gathered near Uttar Pradesh state Border violating social distancing.
FALSE:, Video of migrants in a overcrowded train from Mumbai to West Bengal on 10 May 2020 amid COVID-19 social distancing restrictictions.
FALSE:, Indian government has created a roadmap to ease COVID-19 restrictions in five phases through a three-week review process.
FALSE:, Footage of a large crowd has been shared in multiple Facebook posts claiming to show migrant workers who were stopped at the Delhi-Uttar Pradesh state border during India’s nationwide COVID-19 lockdown in May 2020.
No Evidence:, Face masks cause COVID19 infection in the brain.
FALSE:," United States and China bribed Madagascan President Andry Rajoelina to poison COVID-Organics, a remedy devised by Madagascan researchers against COVID-19."
FALSE:," Tanzania has reported 16,467 COVID-19 cases, 1,293 deaths, and 118 recoveries as of May 18."
FALSE:, The coronavirus is not a virus but a bacterium.
partly false:, There is no excess mortality in Germany according to the official data of the Office for Statistics.
MISLEADING:," Multiple posts shared repeatedly on Facebook and Twitter claim that seven countries, including the United States, Spain, Italy and the United Kingdom, have “survival rates” of more than 99.9 percent for people who contract the novel coronavirus."
FALSE:, Migrants are beating people up for money in Delhi.
FALSE:," The new coronavirus causes thrombosis, not pneumonia."
misleading:, Multiple Facebook and Twitter posts shared hundreds of times claim the Australian state of Western Australia has recently passed a “COVID-19 Emergency Powers Act” that authorises forcible medical examination and vaccination in schools.
FALSE:," The water in Botafogo’s beach in Rio de Janeiro, Brazil, is clear and clean because of quarantine."
FALSE:, The Indian government is not providing food to migrants. They are eating leftovers.
MISLEADING:," A video shot in Belgium where a team of healthcare professionals turns its back to a black car that is passing between them, allegedly as a form of protest against the “COVID-19 hoax”."
FALSE:, Video shows doctors and nurses turning their back to the Health ministry of Spain as he arrives to a Hospital.
FALSE:, Chlorine dioxide cures COVID-19.
FALSE:, A migrant travelling home amidst the coronavirus lockdown was eating food thrown on railway tracks because the ruling party BJP had not made arrangments for the hungry migrants walking their way to their homes.
FALSE:, Madagascar president announced that WHO tried to bribe him to poison his miracelous treatment for COVID19.
MISLEADING:, A video of a nurse shared thousands of times on Facebook during the coronavirus pandemic warns the public against continuously wearing face masks.
FALSE:," Italian MP Sara Cunial says Bill Gates kills people with vaccines and “terminator” seeds, and that he is behind the COVID-19 pandemic."
FALSE:, A video shows a police woman threatening to use her weapon against people demonstrating against the coronavirus rules in Germany.
FALSE:, The Indian government is not providing food to migrants. They are eating leftovers.
FALSE:, Argentinian doctor Mühlberger has the cure against COVID-19
FALSE:, Migrants are beating people up for money in Delhi.
FALSE:, A post that shows the level of radioactivity of 5G antennas in Argentina.
FALSE:, A migrant travelling home amidst the coronavirus lockdown was eating food thrown on railway tracks because the ruling party BJP had not made arrangments for the hungry migrants walking their way to their homes.
FALSE:, The flu didn’t kill any Americans this year.
FALSE:, WHO officially recognized artemisia as a treatment for COVID-19.
FALSE:, Madagascar left the World Health Organization.
partly false:," A photo of a petri bowl with germs is shared on Facebook with the claim that the bacteria are from a used face medical mask and show that wearing it is dangerous; you get breathing problems, skin problems or a sty at the eyelid."
FALSE:, Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.
FALSE:, Left-wing parties in Brazil asked the Supreme Court to prevent the Army from making beds at the Military Hospital available for people with COVID-19.
FALSE:," Photo shows former brazilian Health Minister Luiz Henrique Mandetta shaking hands with the governor of the state of Pará without masks, which shows that the pandemic is a scam."
FALSE:," Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave."
FALSE:," The video shows lockdown violation, Muslims offering namaz on roadside."
FALSE:, Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.
FALSE:," A video has been viewed thousands of times in multiple posts on Facebook, Twitter and YouTube in May 2020 alongside a claim it shows crows “coming to Texas” after “attacking Wuhan, China”. The posts were shared as countries worldwide continue to fight the spread of the novel coronavirus, which was first detected in Wuhan in December 2019."
FALSE:," An image of the Minister of Education and Vocational Training of Spain, Isabel Celaá, in which she wears a mask and, in a folder she holds with her hand, you can see wrappers of the free face masks of the Community of Madrid. The message that accompanies the photo states: “Thank goodness that Isabel Díaz Ayuso’s masks are not recommended, thank goodness …”"
FALSE:, A Facebook page of the Philippines social welfare department posted a tentative schedule of the second wave of aid distribution for low-income families affected by the community quarantine during the COVID-19 pandemic.
FALSE:," Image of a pristine waterfall claimed to be Kithulgala in Sri Lanka, inviting travel enthusiasts to visit the location, once the COVID-19 security measures eases out."
FALSE:," COVID-19 is a man made virus, according to the video “Plandemic”."
FALSE:, The “Plandemic” video that talks about the new coronavirus.
FALSE:, Left-wing parties in Brazil asked the Supreme Court to prevent the Army from making beds at the Military Hospital available for people with COVID-19.
FALSE:, The flu didn’t kill any Americans this year.
FALSE:, A photo showing rows of passengers wearing face masks and shields on board a plane has been shared hundreds of times in multiple posts on Facebook alongside a claim it was taken in Indonesia during the coronavirus pandemic.
FALSE:, CCTV footage shows a robbery happened in Mumbai amid COVID-19 lockdown.
FALSE:, Claim that the Jordanian Health minister says COVID-19 is a conspiracy in a video.
FALSE:, 90 percent of violence against women calls to 911 in Mexico are not true.
misleading:, Multiple Facebook posts shared hundreds of times claim China and Japan have re-entered a strict coronavirus lockdown in mid-May 2020 following a “second wave” of the virus. The posts were shared as a “breaking news” alert on May 16.
FALSE:, Some websites claimed that Madagascar quit the World Health Organisation (WHO) and has been offered 20 million dollars by the WHO to kill their Covid-Organics cure.
FALSE:," An image of the Minister of Education and Vocational Training of Spain, Isabel Celaá, in which she wears a mask and, in a folder she holds with her hand, you can see wrappers of the free face masks of the Community of Madrid. The message that accompanies the photo states: “Thank goodness that Isabel Díaz Ayuso’s masks are not recommended, thank goodness …”"
FALSE:, A photo showing rows of passengers wearing face masks and shields on board a plane has been shared hundreds of times in multiple posts on Facebook alongside a claim it was taken in Indonesia during the coronavirus pandemic.
FALSE:, Some websites claimed that Madagascar quit the World Health Organisation (WHO) and has been offered 20 million dollars by the WHO to kill their Covid-Organics cure.
FALSE:," Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave."
FALSE:," The video shows lockdown violation, Muslims offering namaz on roadside."
FALSE:, The “Plandemic” video that talks about the new coronavirus.
FALSE:," Archbishop of Colombo, Sri Lanka, Cardinal Malcom Ranjith filed a FR petition challenging the cremation of Catholics, who succumbed due to COVID-19."
FALSE:, 90 percent of violence against women calls to 911 in Mexico are not true.
FALSE:, A video allegedly shows Odessa (Ukraine) riot police refusing to restrain citizens protesting the lockdown.
FALSE:, A post says that there were no cases of COVID-19 in Beijing and Shanghai.
FALSE:, “Italian Parliament Calls For The Arrest of Bill Gates”
FALSE:," Backriding in motorcycles is now allowed in the Philippines, where all areas are currently under some form of quarantine."
FALSE:, Posts and videos on Facebook say drinking or inhaling seawater prevents COVID-19.
MISLEADING:, Candace Owens claimed that the U.S. is not losing “tons more lives” in 2020 compared to 2019 and that the “increase [in mortality in 2020 is] virtually non-existent”.
FALSE:," A Facebook post shared 10,000 times claims no Americans died from the flu in 2020, suggesting that the national count of COVID-19 fatalities is exaggerated."
FALSE:," In this video, italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment."
FALSE:, Parrots eating from rice bag due to lockdown.
partly false:," A meme on Facebook claims that when you wear a mask you inhale too much CO2 and less oxygen, increasing the risk of a lung disease. Furthermore, the mask gets full of bacteria and can’t hold back viruses."
FALSE:, A video of a man who passes out on the street and is then transferred by ambulance that was claimed to be from Nicaragua.
FALSE:, Facebook posts shared hundreds of times claim that Madagascar’s President Andry Rajoelina called on African nations to leave the World Health Organization (WHO).
FALSE:, Alcohol gel bottles can explode in a hot car.
misleading:, Multiple Facebook and Twitter posts shared thousands of times in May 2020 claim anyone in New Zealand who refuses to use a coronavirus contact tracing app has been banned from entering shops during the COVID-19 pandemic.
FALSE:, A photo of a Pakistani provincial chief minister has been shared thousands of times in multiple Facebook posts in May 2020 alongside a claim that it shows him violating social distancing rules during the coronavirus pandemic.
Misleading:, Muslims are violating the ongoing lockdown norms which prohibits religious gatherings.
FALSE:," President of the United States of America, Donald Trump, tested positive for COVID-19."
FALSE:, Medical masks and gloves are incredibly harmful.
FALSE:, Posts and videos on Facebook say drinking or inhaling seawater prevents COVID-19.
FALSE:," Ummy Mwalimu, Tanzania’s Minister for Health, has tested positive for coronavirus."
FALSE:, “Italian Parliament Calls For The Arrest of Bill Gates”
FALSE:, There is 5G equipment labeled “COV-19”.
FALSE:," Backriding in motorcycles is now allowed in the Philippines, where all areas are currently under some form of quarantine."
FALSE:, Switzerland has banned vaccination.
FALSE:, Image of worn-out feet/sole of migrant workers walking on streets in India amis COVID-19 Lockdown.
FALSE:, Video shows a huge crowd of migrant workers gathered in Maharashtra amid COVID-19 lockdown.
FALSE:, A post says that there were no cases of COVID-19 in Beijing and Shanghai.
FALSE:, A video allegedly shows Odessa (Ukraine) riot police refusing to restrain citizens protesting the lockdown.
FALSE:, A video of a man who passes out on the street and is then transferred by ambulance that was claimed to be from Nicaragua.
MISLEADING:, Candace Owens claimed that the U.S. is not losing “tons more lives” in 2020 compared to 2019 and that the “increase [in mortality in 2020 is] virtually non-existent”.
misleading:, Multiple Facebook and Twitter posts shared thousands of times in May 2020 claim anyone in New Zealand who refuses to use a coronavirus contact tracing app has been banned from entering shops during the COVID-19 pandemic.
FALSE:, A post claims that a virologist said in a television programme that the mortality rate of the new coronavirus is now 0.1%.
FALSE:, The novel coronavirus was “man-made.”
FALSE:," Serbian president Aleksandar Vucic claimed that in proportion to the number of citizens, Serbia is eight country in Europe by number individuals tested for coronavirus."
misleading:, Video shows Dr. Anthony Fauci advising the public not to wear face masks to prevent spreading or being infected by the coronavirus.
FALSE:, A video of street play showing Muslims responsible for spreading coronavirus.
FALSE:," In this video, italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment."
FALSE:, Video shows a huge crowd of migrant workers gathered in Maharashtra amid COVID-19 lockdown.
FALSE:, Flu shots can make someone test positive for COVID-19.
FALSE:, Claim that Dr. Fauci said every American should be microchipped.
FALSE:, A post says that there were no cases of COVID-19 in Beijing and Shanghai.
FALSE:," Backriding in motorcycles is now allowed in the Philippines, where all areas are currently under some form of quarantine."
FALSE:," In this video, italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment."
FALSE:, Muslims offering Namaz on road side during the lockdown in India.
FALSE:, Image of worn-out feet/sole of migrant workers walking on streets in India amis COVID-19 Lockdown.
FALSE:, Leader of Polish ruling party PiS Jaroslaw Kaczynski is planning to legalize marijuana due to coronavirus economic crisis.
FALSE:, A photo of a purported notice announcing that people who were unable to take the Philippine government’s civil service exam due to the COVID-19 pandemic will automatically receive a passing mark has been shared hundreds of times in multiple Facebook posts.
misleading:, Multiple Facebook and Twitter posts shared thousands of times in May 2020 claim anyone in New Zealand who refuses to use a coronavirus contact tracing app has been banned from entering shops during the COVID-19 pandemic.
FALSE:, A post claims that a virologist said in a television programme that the mortality rate of the new coronavirus is now 0.1%.
FALSE:, “Italian Parliament Calls For The Arrest of Bill Gates”
FALSE:, An image of corpses in plastic bags in a morgue is claimed to be from Spain during the coronavirus crisis.
FALSE:, Alcohol gel bottles can explode in a hot car.
partly false:," A meme on Facebook claims that when you wear a mask you inhale too much CO2 and less oxygen, increasing the risk of a lung disease. Furthermore, the mask gets full of bacteria and can’t hold back viruses."
FALSE:, Posts and videos on Facebook say drinking or inhaling seawater prevents COVID-19.
FALSE:," President of the United States of America, Donald Trump, tested positive for COVID-19."
FALSE:, A video allegedly shows Odessa (Ukraine) riot police refusing to restrain citizens protesting the lockdown.
FALSE:, Alcohol gel bottles can explode in a hot car.
FALSE:, There is 5G equipment labeled “COV-19”.
FALSE:, A post says that there were no cases of COVID-19 in Beijing and Shanghai.
FALSE:," In this video, italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment."
Misleading:, Muslims are violating the ongoing lockdown norms which prohibits religious gatherings.
FALSE:," Backriding in motorcycles is now allowed in the Philippines, where all areas are currently under some form of quarantine."
FALSE:, Group immunity will not be achieved soon according to an audio message circulating in Mexico.
FALSE:, Telecommunications worker exposed circuit boards being installed in 5G towers bearing markings that read “COV-19”.
FALSE:, The headline of the article claims that Macedonia has three times more active coronavirus patients than China.
FALSE:," The President of Argentina, Alberto Fernández, published a book stating that he has “the need for a poorer and more primitive, but more egalitarian society”."
FALSE:," The Head of Government of the City of Buenos Aires, Horacio Rodríguez Larreta said: “With Macri half a country was going to die, this government knows how to do things well”."
FALSE:," The Head of Government of the City of Buenos Aires, Horacio Rodríguez Larreta said: “With Macri half a country was going to die, this government knows how to do things well”."
FALSE:," Video showing people flouting lockdown rules in West Bengal, India."
FALSE:, News anchor of Malayalam news channel Twenty Four News claims Congress leaders demonstrating at Walayar check post came in contact with the newly detected COVID patient from that area.
FALSE:, Viral Whatsapp message claiming to be a roadmap on easing lockdown restrictions in India.
FALSE:," Video shows migrant laborers protesting in Surat, Gujrat."
FALSE:," The President of Argentina, Alberto Fernández, published a book stating that he has “the need for a poorer and more primitive, but more egalitarian society”."
FALSE:, Boldo tea can cure COVID-19 in three hours.
FALSE:, Video shows a huge crowd gathered in an American mall neglecting the social distancing during current pandemic.
FALSE:, Research proves that commercial mouthwash could protect against COVID-19.
Mostly False:," “Cannabis may stop coronavirus from infecting people, study finds.”"
FALSE:, Poland stands up against compulsory vaccination.
FALSE:, A couple committed suicide along with their daughter amid the COVID-19 lockdown in Gujarat.
misleading:," A post on Facebook criticizes the effectiveness of face masks in protecting the wearer from COVID-19, the disease caused by the novel coronavirus."
FALSE:, The Spanish Police acts to sanction citizens on the street for carrying a Spanish flag or for protesting against the Government with a saucepan.
FALSE:," Jorge Luis Sonnante published a 16-minute video that went viral on networks. In the video, Sonnante (who describes himself as a “deacon”, but gives falsified evidence of this charge) mixes several conspiracy theories, some meaningless, others already denied, about the pandemic caused by the SARS coronavirus -CoV-2."
FALSE:, A video of Italian politician Sara Cunial blasting Bill Gates as a “vaccine criminal” in speeches to parliament has been viewed tens of thousands of times on Facebook and YouTube.
Mostly False:," “Cannabis may stop coronavirus from infecting people, study finds.”"
FALSE:," The Federal Bureau of Investigation (FBI) arrested billionaire Bill Gates on charges of biological terrorism after he allegedly created the novel coronavirus, the virus that causes COVID-19."
FALSE:, Data show that the brazilian state Minas Gerais has fewer COVID-19 deaths than Ceará even though it has not adopted isolation measures
FALSE:," A Facebook page uploaded an interview with a man who supposedly got cured of COVID-19 through salt water steam inhalation therapy, and told readers the answer is “not a vaccine but salt.”"
FALSE:," A video shows a man in a face mask, safety helmet and hi-vis work top. The man claims he has been installing “5G masts” and has opened a 5G device and found a label that says “COV.19” on a component on the circuit board inside."
FALSE:, Two Muslims boys were brutally beaten and forcefully fed alcohol by Hindu boys in India.
FALSE:, Dr. Fauci confirms to Congress how the vaccine increases the dangerousness of the novel coronavirus.
FALSE:, Every Indian citizen to get Rs.5000 as COVID-19 relief by clicking on this link given in the viral Whatsapp message.
misleading:," A picture shows officials washing chicken with Chlorine and Ace, putting the population at risk of poisoning."
FALSE:, Man collapses and dies on the road due to the novel coronavirus.
FALSE:, Poland stands up against compulsory vaccination.
FALSE:," Overcrowded train carrying migrants from Mumbai to West Bengal, flouting lockdown norms in India."
FALSE:, A video (already removed from YouTube) in which a woman named Pilar Baselga assures that the Carlos III Health Institute of Madrid has said in a report that the SARS-CoV-2 coronavirus pandemic has ended.
FALSE:," Kozhikode District Magistrate audio clip claiming steam, saltwater gargling and drinking herbal tea can cure/resist COVID-19."
FALSE:, Man collapses and dies on the road due to the novel coronavirus.
FALSE:, Multiple Facebook posts have shared a purported roadmap for the Indian government’s plans to ease a nationwide coronavirus lockdown alongside a claim that it shows an official government announcement.
FALSE:, Data show that the brazilian state Minas Gerais has fewer COVID-19 deaths than Ceará even though it has not adopted isolation measures
FALSE:, “Hydroxychloroquine cures this ‘virus.’ It just so happens this is the treatment used for radiation sickness!!”
FALSE:, COVID-19 deaths are caused by bacteria and therefore the disease should be treated with aspirin.
FALSE:," Overcrowded train carrying migrants from Mumbai to West Bengal, flouting lockdown norms in India."
FALSE:," If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them."
FALSE:, Boldo tea prevents COVID-19.
misleading:," A picture shows officials washing chicken with Chlorine and Ace, putting the population at risk of poisoning."
FALSE:, A video of Italian politician Sara Cunial blasting Bill Gates as a “vaccine criminal” in speeches to parliament has been viewed tens of thousands of times on Facebook and YouTube.
FALSE:," Philippines Senators Grace Poe and Risa Hontiveros have been silent over the coronavirus crisis, but were very vocal about the closure of ABS-CBN."
FALSE:, Every Indian citizen to get Rs.5000 as COVID-19 relief by clicking on this link given in the viral Whatsapp message.
No evidence:," The vaccine from the artificial coronavirus will change the human genetic code, according to Rashid Buttar."
FALSE:," Kozhikode District Magistrate audio clip claiming steam, saltwater gargling and drinking herbal tea can cure/resist COVID-19."
Misleading:, All employees of PNB Loni branch found coronavirus positive.
MISLEADING:, Photo showing the wounds on the feet of migrant labourers who had to travel all the way to their native places by foot due to the lockdown restrictions in India.
FALSE:," If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them."
FALSE:, Research proves that commercial mouthwash could protect against COVID-19.
FALSE:, The Colombian president annonced the extension of the lockdown.
MISLEADING:," Video representing the plight of migrant workers in India during the current lockdown, where a woman with infant had to travel while sitting on the coupler between train bogies."
FALSE:, Video of People in Italy offering Namaz on the streets due to COVID-19.
Mostly False:, Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.
FALSE:," COVID-19, the disease caused by the coronavirus, is not pneumonia but a form of thrombosis or blood clotting in the blood vessels."
FALSE:, Kenya had the highest cases of COVID-19 in Africa and the fifth-highest in the world on May 6.
FALSE:, Image claiming that mosquitos will spread the coronavirus.
FALSE:, Green or black tea with lemon and two spoons of fennel flower cures COVID19.
FALSE:, There is a case of COVID-19 on the Rohero campus of the University of Burundi.
FALSE:, Professor Didier Raoult revealed that the United States and China have created COVID-19.
FALSE:," Minister of finance praises Latvia’s COVID-19 state support for private business, saying that because of that the unemployment rate has risen much less than in the neighboring countries."
FALSE:," Those who were scheduled to take the civil service exam (CSE) on March 15, 2020 in the Philippines are deemed “automatically passed” due to the COVID-19 crisis."
FALSE:, Images circulating on Facebook showing an article published in 2003 in the Clarín newspaper about the coronavirus. They are spread claiming that it is the same coronavirus that now causes COVID-19.
FALSE:, Kenya had the highest cases of COVID-19 in Africa and the fifth-highest in the world on May 6.
FALSE:, There is a case of COVID-19 on the Rohero campus of the University of Burundi.
FALSE:, Professor Didier Raoult revealed that the United States and China have created COVID-19.
FALSE:, The photo shows Microsoft co-founder Bill Gates and top White House coronavirus adviser Dr. Anthony Fauci violating social distancing guidelines.
FALSE:," A list of purported COVID-19 safety guidelines has been shared in multiple Facebook and Instagram posts that claim it was issued by the Indian Council of Medical Research (ICMR), India’s leading research group on the novel coronavirus."
FALSE:," An article attributes to the UN Secretary General, Antonio Guterres, a supposed call to create a global government with a single leader."
Partly False:," If COVID-19 was a serious illness, it would have wiped out the homeless population in the U.S."
FALSE:," “Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”"
FALSE:," “Bill Gates already has his vaccine ready for you (against covic-19, ed.), And here’s the patent.”"
FALSE:, Video of People in Italy offering Namaz on the streets due to COVID-19.
Mostly False:, Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.
FALSE:, WHO statistics about 40 best countires responce to COVID-19 doesn’t include any Arabic country.
FALSE:," Minister of finance praises Latvia’s COVID-19 state support for private business, saying that because of that the unemployment rate has risen much less than in the neighboring countries."
Partly False:," BCG (Bacillus Calmette-Guérin) vaccine, which is used to prevent tuberculosis, also serves to mitigate the damage caused by COVID-19."
FALSE:," A video with a text message, allegedly endorsed by Police forces, saying that the Police will rebel against the Italian government “if the situation goes on like this”."
FALSE:," The photo shows a letter, purportedly from the California Department of Social Services, that mandates coronavirus testing for participants of state assistance programs and warns that children may be removed from the household if someone tests positive."
FALSE:, Image claiming that mosquitos will spread the coronavirus.
FALSE:, The Congress of Deputies -the Spanish lower house- has deleted the income of the MP’s from its website so that no one can see what they are earning in times of alarm and crisis for the coronavirus.
FALSE:," Minister of finance praises Latvia’s COVID-19 state support for private business, saying that because of that the unemployment rate has risen much less than in the neighboring countries."
FALSE:," COVID-19, the disease caused by the coronavirus, is not pneumonia but a form of thrombosis or blood clotting in the blood vessels."
FALSE:, WHO statistics about 40 best countires responce to COVID-19 doesn’t include any Arabic country.
FALSE:," A list of purported COVID-19 safety guidelines has been shared in multiple Facebook and Instagram posts that claim it was issued by the Indian Council of Medical Research (ICMR), India’s leading research group on the novel coronavirus."
Partly False:," BCG (Bacillus Calmette-Guérin) vaccine, which is used to prevent tuberculosis, also serves to mitigate the damage caused by COVID-19."
FALSE:, Palm oil is a simple cure for the coronavirus.
FALSE:, Graphs in which a comparison of deaths from different countries is allegedly attributed to a European report that blames the Government of Spain for deaths from coronavirus.
FALSE:, The photo shows former Vice President Joe Biden and Michigan Gov. Gretchen Whitmer violating social distancing guidelines on April 9.
FALSE:, Video of People in Italy offering Namaz on the streets due to COVID-19.
FALSE:, There is a case of COVID-19 on the Rohero campus of the University of Burundi.
FALSE:, Images circulating on Facebook showing an article published in 2003 in the Clarín newspaper about the coronavirus. They are spread claiming that it is the same coronavirus that now causes COVID-19.
FALSE:," An article attributes to the UN Secretary General, Antonio Guterres, a supposed call to create a global government with a single leader."
FALSE:," Those who were scheduled to take the civil service exam (CSE) on March 15, 2020 in the Philippines are deemed “automatically passed” due to the COVID-19 crisis."
FALSE:," A video with a text message, allegedly endorsed by Police forces, saying that the Police will rebel against the Italian government “if the situation goes on like this”."
FALSE:," “Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”"
Mostly False:, Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.
FALSE:, Face masks reduce immunity and help spread the coronavirus.
FALSE:, A blog article stating that Bill Gates was arrested by the FBI for having created the new coronavirus.
FALSE:," The government of Telangana is distributing special gifts to Muslims during their festival of Ramzan, amidst the lockdown."
FALSE:, Video of People in Italy offering Namaz on the streets due to COVID-19.
FALSE:, Image claiming that mosquitos will spread the coronavirus.
FALSE:, The photo shows former Vice President Joe Biden and Michigan Gov. Gretchen Whitmer violating social distancing guidelines on April 9.
FALSE:," President of Madagascar Andry Rajoelina claimed that China and the US asked to pay him for poisoning Covid-Organics, its drink against COVID-19."
FALSE:," By drinking Ayurvedic decoction, 6 thousand corona infected patients were cured."
FALSE:," Due to the increase in excise tax by 70% for locally manufactured alcohol, the price of bottle of Arrack would be increased to over 3000 LKR, to discourage alcohol consumption once the liquor shops finally open after a long break due to COVID-19 precautionary measures."
FALSE:," Image claiming to be a protest against pastor David Lah, who is believed to have conducted a religious gathering without adhering to social distancing measures resulting  in 70 COVID-19 confirm cases."
FALSE:, There is no coronavirus in Belarus since they do not have quarantine there.
FALSE:," Image claiming to be a protest against pastor David Lah, who is believed to have conducted a religious gathering without adhering to social distancing measures resulting  in 70 COVID-19 confirm cases."
FALSE:, A YouTube video claiming that in 2014 Bill Gates patenteted the vaccine againt COVID-19.
FALSE:, Image of group of people carrying a placard congratulating President and Prime Minister for eliminating coronavirus from Sri Lanka.
FALSE:, Mumbai police issued a warning message about the possibility of an increase in crimes post lockdown.
FALSE:, Video shows that those who go to shopping malls are greeted with the “Coffin Dance” music.
MISLEADING:," A family in Gujarat, India killed itself due to hunger and poverty during the COVID lockdown."
FALSE:," Residents in Surat, India are protesting due to unavailability of food."
FALSE:," A picture which states that wearing a protective mask is a “slow, inescapable suicide” because it leads to consuming a dangerous amount of carbon dioxide."
FALSE:," According to the “Plandemic” documentary, the new coronavirus “was clearly manipulated”."
FALSE:, Indian Council of Medical Research and Sir Ganga Ram Hospital have issued a COVID-19 advisory.
FALSE:, Video shows a policeman taking bribe from migrating workers in Surat.
FALSE:, 99.2% Italians who have arguably died because of COVID-19 have actually died due to another prexisting condition.
FALSE:," According to the “Plandemic” documentary, “the flu shots contain coronavirus”."
FALSE:," Not wearing a mask in public places is a criminal offence in Ghana, according to viral social media messages."
FALSE:, A YouTube video claiming that in 2014 Bill Gates patenteted the vaccine againt COVID-19.
FALSE:, Video shows that those who go to shopping malls are greeted with the “Coffin Dance” music.
FALSE:," A picture which states that wearing a protective mask is a “slow, inescapable suicide” because it leads to consuming a dangerous amount of carbon dioxide."
FALSE:, President of Madagascar Andry Rajoelina asked African countries to leave World Health Organization.
FALSE:, Mumbai police issued a warning message about the possibility of an increase in crimes post lockdown.
FALSE:," Vice President Leni Robredo said it should not be people, but the virus, that should be restrained from spreading."
No evidence:, Antibodies produced by Llamas could help us find a solution against COVID-19
